English words/sentences,French words/sentences
I can teach you how to do this.,Je peux t'apprendre à faire ça.
I can teach you how to do this.,Je peux vous apprendre à faire ça.
I can think of several reasons.,Je peux imaginer plusieurs raisons.
I can understand him perfectly.,Je peux parfaitement le comprendre.
I can understand him perfectly.,Il m’est parfaitement possible de le comprendre.
I can understand your language.,Je peux comprendre ta langue.
I can wait a little bit longer.,Je peux attendre un peu plus longtemps.
I can't afford this one either.,Je ne peux pas me permettre celui-ci non plus.
I can't afford this one either.,Je ne peux pas me permettre celle-ci non plus.
I can't attend today's meeting.,Je ne peux pas assister à la réunion d'aujourd'hui.
I can't believe I'm doing this.,Je n'arrive pas à croire que je le fasse.
I can't believe I'm doing this.,Je n'arrive pas à croire que je sois en train de le faire.
I can't believe I'm here again.,Je n'arrive pas à croire que je sois à nouveau ici.
I can't believe I'm here again.,Je n'arrive pas à croire que je sois de nouveau ici.
I can't believe I'm here again.,Je n'arrive pas à croire que je sois de nouveau là.
I can't believe I'm here again.,Je n'arrive pas à croire que je sois à nouveau là.
I can't believe you lied to me.,Je n'arrive pas à croire que vous m'ayez menti.
I can't believe you lied to me.,Je n'arrive pas à croire que tu m'aies menti.
I can't blame you for dreaming.,Je ne peux pas vous reprocher de rêver.
I can't blame you for dreaming.,Je ne peux pas t'en vouloir de rêver.
I can't calculate the distance.,Je ne peux pas calculer la distance.
I can't carry all that baggage.,Je ne peux pas porter tous ces bagages.
I can't do without your advice.,Je n'y arrive pas sans tes conseils.
I can't do without your advice.,Je n'y arrive pas sans vos conseils.
I can't get away from work now.,Je ne peux pas partir du travail pour l'instant.
I can't get her out of my mind.,Je ne peux pas l'enlever de mon esprit.
I can't get her out of my mind.,Je n'arrive pas à la faire sortir de ma tête.
I can't get you out of my head.,J'arrête pas de penser à toi.
I can't get you out of my head.,Je n'arrive pas à vous oublier.
I can't help making fun of him.,Je ne peux m'empêcher de me moquer de lui.
I can't keep my eyes off of it.,Je n'arrive pas à en retirer mes yeux.
I can't let them do this to me.,Je ne peux pas les laisser me faire ceci.
I can't live that kind of life.,Je ne peux pas vivre comme ça.
I can't picture Tom in a dress.,Je ne peux m'imaginer Tom dans une robe.
I can't put up with that noise.,Je ne peux pas supporter ce bruit.
I can't put up with this smell.,Je ne peux pas supporter cette odeur.
I can't quite place his accent.,Je n'arrive pas à localiser son accent.
I can't read Tom's handwriting.,Je n'arrive pas à lire l'écriture de Tom.
I can't see anything from here.,"D'ici, je ne vois rien."
I can't see anything from here.,Je n'arrive à rien voir d'ici.
I can't stand this hot weather.,Je ne peux pas supporter ce temps chaud.
I can't stand this stomachache.,Je ne peux pas supporter ces maux d'estomac.
I can't tell you what happened.,Je ne peux pas te dire ce qui est arrivé.
I can't understand the meaning.,Je ne parviens pas à en comprendre le sens.
I can't understand the meaning.,Je ne parviens pas à en saisir le sens.
I can't understand the problem.,Je ne comprends pas le problème.
I can't understand the problem.,Je n'arrive pas à comprendre le problème.
I cannot afford long vacations.,Je ne peux me permettre de longues vacances.
I cannot agree to his proposal.,Je ne peux pas être d'accord avec sa proposition.
I cannot do the work on my own.,Je ne peux pas faire le travail tout seul.
I cannot get in touch with him.,Je ne peux pas le joindre.
I cannot lend this book to you.,Je ne peux pas te prêter ce livre.
I cannot lend this book to you.,Je ne peux vous prêter ce livre.
I caught a beautiful butterfly.,J'ai attrapé un beau papillon.
I caught a glimpse of her face.,J'ai entrevu son visage.
I caught my finger in the door.,Je me suis pincé le doigt dans la porte.
I confused her with her sister.,Je l'ai confondue avec sa sœur.
I could hardly endure the pain.,Je pouvais à peine endurer la douleur.
I could hardly endure the pain.,Je pourrais à peine endurer la douleur.
I could have done it by myself.,J'aurais pu le faire moi-même.
I could read between the lines.,Je pouvais lire entre les lignes.
I could've done that by myself.,J'aurais pu faire cela moi-même.
I couldn't have prevented this.,Je n'aurais pu prévenir cela.
I couldn't have said it better.,Je n'aurais pas dit mieux.
I couldn't see what was inside.,Je ne pouvais pas voir ce qu'il y avait à l'intérieur.
I couldn't stand it any longer.,Je ne pourrais pas le supporter plus longtemps.
I couldn't stand it any longer.,Je ne pourrais le supporter plus longtemps.
I couldn't stand it any longer.,Je ne pourrais le supporter davantage.
I couldn't stand it any longer.,Je ne pourrais davantage le supporter.
I couldn't stand it any longer.,Je ne pourrais pas le supporter davantage.
I couldn't stand it any longer.,Je n'arriverais pas à le supporter plus longtemps.
I couldn't stand it any longer.,Je n'arriverais pas à le supporter davantage.
I couldn't stand it any longer.,Je n'arriverais pas à davantage le supporter.
I couldn't stand looking at it.,Je ne pourrais pas supporter de le regarder.
I couldn't stand looking at it.,Je ne pouvais pas supporter de le regarder.
I couldn't survive without Tom.,Je ne pouvais pas survivre sans Tom.
I couldn't take money from you.,Je ne pourrais pas te prendre de l'argent.
I couldn't take money from you.,Je ne pourrais pas vous prendre de l'argent.
I couldn't understand his joke.,Je n'arrivais pas à comprendre sa blague.
I couldn't understand his joke.,Je ne comprenais pas sa blague.
I couldn't wait to get started.,J'avais hâte de commencer.
I decided to stay one more day.,J'ai décidé de rester un jour de plus.
I did everything I could today.,J'ai fait tout ce que j'ai pu aujourd'hui.
I did it the way he told me to.,Je l'ai fait comme il m'avait dit de le faire.
I did something I regret doing.,J'ai fait quelque chose que je regrette d'avoir fait.
I did that at school yesterday.,J'ai fait ça à l'école hier.
I did the same thing in Boston.,J'ai fait la même chose à Boston.
I didn't eat dinner last night.,Je n'ai pas dîné hier soir.
I didn't feel like celebrating.,Je n'avais pas le cœur à faire la fête.
I didn't feel like celebrating.,Je n'ai pas eu le cœur à faire la fête.
I didn't feel like celebrating.,Je n'eus pas le cœur à faire la fête.
I didn't feel like celebrating.,Je n'étais pas d'humeur à faire la fête.
I didn't have any expectations.,Je n'avais aucune attente.
I didn't have my phone with me.,Je ne disposais pas de mon téléphone.
I didn't know Tom was sleeping.,Je ne savais pas que Tom dormait.
I didn't know anyone was there.,J'ignorais que quiconque était là.
I didn't know anyone was there.,J'ignorais que quiconque fut là.
I didn't know he drank so much.,Je ne savais pas qu'il buvait autant.
I didn't know he drank so much.,Je ne savais pas qu'il avait autant bu.
I didn't know that at the time.,Je ne savais pas cela à cette époque.
I didn't know that she was ill.,Je ne savais pas qu'elle était malade.
I didn't know what to do first.,Je ne savais que faire en premier.
I didn't know where else to go.,J'ignorais à quel autre endroit aller.
I didn't know where else to go.,J'ignorais à quel autre endroit me rendre.
I didn't know where else to go.,Je ne savais pas à quel autre endroit aller.
I didn't know where else to go.,Je ne savais pas à quel autre endroit me rendre.
I didn't know who else to call.,Je ne savais pas qui d'autre appeler.
I didn't know you had a sister.,J'ignorais que tu avais une sœur.
I didn't know you were unhappy.,J'ignorais que vous étiez malheureux.
I didn't know you were unhappy.,J'ignorais que vous étiez malheureuse.
I didn't know you were unhappy.,Je ne savais pas que tu étais malheureux.
I didn't know you were unhappy.,Je ne savais pas que tu étais malheureuse.
I didn't like what I saw on TV.,Je n'ai pas aimé ce que j'ai vu à la télé.
I didn't mean to interrupt you.,Je ne voulais pas vous interrompre.
I didn't play tennis yesterday.,Je n'ai pas joué au tennis hier.
I didn't realize you were here.,Je n'avais pas réalisé que vous étiez ici.
I didn't realize you were here.,Je n'avais pas réalisé que tu étais là.
I didn't recognize it at first.,"Je ne l'ai pas reconnu, initialement."
I didn't recognize it at first.,"Je ne l'ai pas reconnu, au premier abord."
I didn't recognize what it was.,Je n'ai pas reconnu ce dont il s'agissait.
I didn't recognize what it was.,Je n'ai pas reconnu de quoi il retournait.
I didn't recognize what it was.,Je n'ai pas reconnu ce que c'était.
I didn't sleep much last night.,Je n'ai pas beaucoup dormi la nuit dernière.
I didn't sleep much last night.,Je n'ai guère dormi la nuit dernière.
I didn't sleep much last night.,Je n'ai pas beaucoup dormi la nuit passée.
I didn't sleep much last night.,Je n'ai guère dormi la nuit passée.
I didn't tell that guy my name.,Je n'ai pas donné mon nom à ce type.
I didn't think anyone was home.,Je ne pensais pas que quiconque était à la maison.
I didn't think anyone was home.,Je n'ai pas pensé que quiconque était à la maison.
I didn't think anyone was home.,Je ne pensais pas que quiconque était chez lui.
I didn't think anyone was home.,Je n'ai pas pensé que quiconque était chez lui.
I didn't think it would matter.,Je ne pensais pas que ça importerait.
I didn't think it would matter.,Je ne pensais pas que ça aurait de l'importance.
I didn't think it would matter.,Je n'ai pas pensé que ça importerait.
I didn't think it would matter.,Je n'ai pas pensé que ça aurait de l'importance.
I didn't think you were coming.,Je ne pensais pas que vous veniez.
I didn't think you were coming.,Je ne pensais pas que tu venais.
I didn't think you were needed.,Je ne pensais pas qu'on avait besoin de vous.
I didn't think you were needed.,Je n'ai pas pensé qu'on avait besoin de vous.
I didn't think you were needed.,Je ne pensais pas qu'on avait besoin de toi.
I didn't think you were needed.,Je n'ai pas pensé qu'on avait besoin de toi.
I didn't think you were so old.,Je ne pensais pas que tu étais si vieux.
I didn't think you were so old.,Je ne pensais pas que vous étiez si vieux.
I didn't think you were so old.,Je ne pensais pas que tu étais si vieille.
I didn't think you were so old.,Je ne pensais pas que vous étiez si vieille.
I didn't think you were so old.,Je ne pensais pas que tu étais si âgé.
I didn't think you were so old.,Je ne pensais pas que tu étais si âgée.
I didn't think you were so old.,Je ne pensais pas que vous étiez si âgé.
I didn't think you were so old.,Je ne pensais pas que vous étiez si âgée.
I didn't think you'd be coming.,Je ne pensais pas que vous viendriez.
I didn't think you'd be coming.,Je ne pensais pas que tu viendrais.
I didn't think you'd come back.,Je ne pensais pas que vous reviendriez.
I didn't think you'd come back.,Je ne pensais pas que tu reviendrais.
I didn't try to go any further.,Je n'ai pas tenté de me rendre plus loin.
I didn't try to go any further.,Je n'ai pas essayé de me rendre plus loin.
I didn't want the story to end.,Je ne voulais pas que l'histoire se termine.
I didn't want to humiliate you.,Je ne voulais pas t'humilier.
I didn't want to humiliate you.,Je ne voulais pas vous humilier.
I didn't want to tell you this.,Je ne voulais pas te dire ça.
I didn't want to tell you this.,Je ne voulais pas vous dire ceci.
I didn't want you to read that.,Je ne voulais pas que vous lisiez cela.
I didn't want you to read that.,Je ne voulais pas que tu lises cela.
I do not agree with you at all.,Je ne suis pas du tout d'accord avec vous.
I do not agree with you at all.,Je ne suis pas du tout d'accord avec toi.
I do not doubt it in the least.,Je n'ai aucun doute sur ça.
I do not like the way he talks.,Je déteste sa manière de parler.
I do work related to computers.,J'effectue un travail en relation avec les ordinateurs.
I don't believe a word you say.,Je ne crois pas un mot de ce que tu dis.
I don't believe a word you say.,Je ne crois pas un mot de ce que vous dites.
I don't believe he is a lawyer.,Je pense qu'il n'est pas avocat.
I don't believe him any longer.,Je ne le crois plus.
I don't believe in coincidence.,Je ne crois pas aux coïncidences.
I don't believe in fairy tales.,Je ne crois pas aux contes de fées.
I don't believe one word of it.,Je n'en crois pas un mot.
I don't believe you've met him.,Je ne crois pas que tu l'aies rencontré.
I don't care about any of that.,Je ne me soucie de rien de tout cela.
I don't care about any of that.,Je me fiche de tout cela.
I don't care how long it takes.,Je me fiche de combien de temps ça prend.
I don't care what people think.,Peu m'importe ce que les gens pensent.
I don't care what people think.,Je me fiche de ce que les gens pensent.
I don't care what people think.,Je n'ai cure de ce que les gens pensent.
I don't care who we give it to.,Je me fiche de savoir à qui nous le donnons.
I don't care who's responsible.,Je me fiche de savoir qui est responsable.
I don't consider that adequate.,Je ne considère pas cela suffisant.
I don't consider that adequate.,Je ne considère pas que ce soit à la hauteur.
I don't deserve to be so happy.,Je ne mérite pas d'être si heureux.
I don't deserve to be so happy.,Je ne mérite pas d'être si heureuse.
I don't even have a girlfriend.,Je n'ai même pas de petite amie.
I don't even have time to read.,Je n'ai même pas le temps de lire.
I don't even know how to dance.,Je ne sais même pas danser.
I don't even know why I'm here.,Je ne sais même pas pourquoi je suis ici.
I don't expect to be gone long.,Je ne m'attends pas à être parti pour longtemps.
I don't expect to be gone long.,Je ne m'attends pas à être partie pour longtemps.
I don't feel like eating sushi.,Je ne suis pas d'humeur à manger des sushi.
I don't feel like eating sushi.,Ça ne me dit rien de manger des sushis.
I don't feel like sitting down.,Je n'ai pas envie de m'asseoir.
I don't feel much like dancing.,Je n'ai pas très envie de danser.
I don't feel much like talking.,Je n'ai pas très envie de discuter.
I don't feel safe here anymore.,Je ne me sens plus en sécurité ici.
I don't find it that difficult.,Je ne trouve pas ça si difficile.
I don't go to school on Sunday.,Je ne vais pas à l'école le dimanche.
I don't handle loneliness well.,Je ne gère pas bien la solitude.
I don't handle ultimatums well.,Je ne gère pas bien les ultimatums.
I don't have a washing machine.,Je n'ai pas de machine à laver.
I don't have a washing machine.,Je n'ai pas de lave-linge.
I don't have any books to read.,Je n'ai aucun livre à lire.
I don't have any close friends.,Je n'ai pas d'amis intimes.
I don't have any close friends.,Je n'ai aucun ami intime.
I don't have any close friends.,Je n'ai aucun ami proche.
I don't have any proof of that.,Je n'ai aucune preuve de cela.
I don't have any time to waste.,Je n'ai aucun temps à gaspiller.
I don't have anyone to yell at.,Je n'ai personne sur qui hurler.
I don't have that kind of time.,Je ne dispose pas d'une telle quantité de temps.
I don't have the faintest idea.,Je n'en ai pas la moindre idée.
I don't have the time for this.,Je n'ai pas le temps pour ça.
I don't have time for this now.,"Je n'ai pas de temps pour ceci, actuellement."
I don't have to listen to that.,Je ne dois pas écouter ça.
I don't have to listen to this.,Je n'ai pas à écouter ça.
I don't have to think about it.,Je n'ai pas à y penser.
I don't have to think about it.,Je n'ai pas à y réfléchir.
I don't intend wait any longer.,Je n'ai pas l'intention d'attendre plus longtemps.
I don't know a thing about her.,Je ne sais rien d'elle.
I don't know any of those boys.,Je ne connais aucun de ces garçons.
I don't know anybody else here.,"Je ne connais personne d'autre, ici."
I don't know anybody in Boston.,Je ne connais personne à Boston.
I don't know anything about it.,Je n'en sais rien.
I don't know anything about it.,Je ne sais rien à ce sujet.
I don't know how Tom found out.,Je ne sais pas comment Tom l'a découvert.
I don't know how to explain it.,Je ne sais pas comment l'expliquer.
I don't know how to explain it.,J'ai du mal à l'expliquer.
I don't know how to explain it.,Je ne sais pas comment expliquer ça.
I don't know how to play chess.,Je ne sais pas jouer aux échecs.
"I don't know how, but I did it.",J'ignore comment mais je l'ai fait.
I don't know if he is a doctor.,Je ne sais pas si c'est un médecin.
I don't know if he is a doctor.,J'ignore s'il est médecin.
I don't know many French songs.,Je ne connais pas beaucoup de chansons françaises.
I don't know that woman at all.,Je connais pas du tout cette femme.
I don't know what came over me.,Je ne sais pas ce qui m'a pris.
I don't know what came over me.,J'ignore ce qui m'a pris.
I don't know what the truth is.,J'ignore ce qu'est la vérité.
I don't know what to depend on.,Je ne sais pas sur quoi compter.
I don't know when I'll be back.,J'ignore quand je serai de retour.
I don't know when I'll be back.,Je ne sais pas quand je serai de retour.
I don't know when I'll do that.,Je ne sais pas quand je le ferai.
I don't know when I'll do that.,Je ne sais pas quand je ferai ça.
I don't know where my keys are.,J'ignore où sont mes clés.
I don't know where my keys are.,Je ne sais pas où se trouvent mes clés.
I don't know where you are now.,Je ne sais pas où tu es maintenant.
I don't know who made the cake.,J'ignore qui a confectionné le gâteau.
I don't know why that happened.,Je ne sais pas pourquoi cela s'est produit.
I don't know why we're so busy.,Je ne sais pas pourquoi nous sommes tant occupés.
I don't like Christmas anymore.,Je n'aime plus du tout Noël.
I don't like any of these hats.,Je n'aime aucun de ces chapeaux.
I don't like carbonated drinks.,Je n'aime pas les boissons gazeuses.
I don't like coffee with sugar.,Je n'aime pas le café avec du sucre.
I don't like it when you swear.,Je n'aime pas que tu jures.
I don't like it when you swear.,Je n'aime pas que vous juriez.
I don't like swimming in pools.,Je n'aime pas nager en piscine.
I don't like the taste of this.,Je n'aime pas le gout que ça a.
I don't like to be interrupted.,Je n'aime pas être interrompu.
I don't like to make a mistake.,Je n'aime pas commettre des erreurs.
I don't like to sing in French.,Je n'aime pas chanter en français.
I don't like to sing in public.,Je n'aime pas chanter en public.
I don't like to talk about Tom.,Je n'aime pas parler de Tom.
I don't like what you're doing.,Je n'aime pas ce que tu es en train de faire.
I don't like what you're doing.,Je n'aime pas ce que vous êtes en train de faire.
I don't like who you've become.,Je n'aime pas ce que vous êtes devenu.
I don't like who you've become.,Je n'aime pas ce que vous êtes devenue.
I don't like who you've become.,Je n'aime pas ce que vous êtes devenus.
I don't like who you've become.,Je n'aime pas ce que vous êtes devenues.
I don't like who you've become.,Je n'aime pas ce que tu es devenu.
I don't like who you've become.,Je n'aime pas ce que tu es devenue.
I don't mind getting up at six.,Ça m'est égal de me lever à 6 heures.
I don't mind your staying here.,Ça ne me dérange pas que vous restiez.
I don't need that kind of help.,Je n'ai pas besoin de ce genre d'aide.
I don't need you to pick me up.,Je n'ai pas besoin de toi pour venir me chercher.
I don't need your help anymore.,Je n'ai plus besoin de ton aide.
I don't need your help anymore.,Je n'ai plus besoin de votre aide.
I don't put sugar in my coffee.,Je ne mets pas de sucre dans mon café.
I don't quite know what to say.,Je ne sais pas vraiment quoi dire.
I don't really care about that.,Je ne me soucie pas vraiment de ça.
I don't really understand this.,Je ne comprends pas vraiment ceci.
I don't really want to be here.,Je n'ai pas vraiment envie d'être là.
I don't remember anything else.,Je ne me rappelle rien d'autre.
I don't remember anything else.,Je ne me souviens de rien d'autre.
I don't remember what happened.,Je ne me souviens plus de ce qui s'est passé.
I don't remember your password.,Je ne me souviens pas de ton mot de passe.
I don't see how I can help you.,Je ne vois pas comment je peux vous aider.
I don't speak French or German.,"Je ne parle ni français, ni allemand."
I don't speak French or German.,"Je ne parle ni le français, ni l'allemand."
I don't speak French very much.,Je ne parle pas beaucoup français.
I don't think I should do that.,Je ne pense pas que je devrais faire ça.
I don't think Tom is in Boston.,Je ne pense pas que Tom soit à Boston.
I don't think Tom is listening.,Je ne pense pas que Tom écoute.
I don't think Tom likes to ski.,Je ne pense pas que Tom aime skier.
I don't think Tom was mistaken.,Je ne pense pas que Tom se soit trompé.
I don't think any of them know.,Je ne pense pas qu'aucun d'entre eux ne le sache.
I don't think any of them know.,Je ne pense pas qu'aucune d'entre elles ne le sache.
I don't think anything changes.,Je ne crois pas que les choses changent.
I don't think everyone gave up.,Je ne pense pas que tout le monde ait renoncé.
I don't think it was a mistake.,Je ne pense pas que ce fût une erreur.
I don't think it's a bad thing.,Je ne pense pas que ce soit une mauvaise chose.
I don't think it's a good idea.,Je ne pense pas que ce soit une bonne idée.
I don't think that that's fair.,Je ne pense pas que ce soit juste.
I don't think that that's true.,Je ne pense pas que ce soit vrai.
I don't think that that's true.,Je ne pense que cela soit vrai.
I don't think that's the point.,Je ne pense que cela soit ce dont il s'agit.
I don't think we have a choice.,Je ne pense pas que nous ayons le choix.
I don't think we need to do it.,Je ne pense pas que nous devions faire ça.
I don't think we were followed.,Je ne pense pas qu'on a été suivis.
I don't think you'll die today.,Je ne pense pas que tu vas mourir aujourd'hui.
I don't think you'll die today.,Je ne pense pas que vous allez mourir aujourd'hui.
I don't think you'll like this.,Je ne pense pas que ça va te plaire.
I don't trust talkative people.,Je ne fais pas confiance aux gens qui sont bavards.
I don't understand any of this.,Je n'y comprends rien du tout.
I don't understand any of this.,Je n'en comprends pas la moindre goutte.
I don't understand the analogy.,Je ne comprends pas l'analogie.
I don't understand this at all.,Je ne comprends pas du tout ça.
I don't want Tom to be unhappy.,Je ne veux pas que Tom soit malheureux.
I don't want Tom to go to jail.,Je ne veux pas que Tom aille en prison.
I don't want a gun in my house.,Je ne veux pas d'un pistolet dans ma maison.
I don't want any more problems.,Je ne veux pas plus de problèmes.
I don't want people to hate me.,Je ne veux pas que les gens me haïssent.
I don't want people to hate me.,Je ne veux pas que les gens me détestent.
I don't want to be your friend.,Je ne veux pas être ton ami.
I don't want to be your friend.,Je ne veux pas être ton amie.
I don't want to be your friend.,Je ne veux pas être votre ami.
I don't want to be your friend.,Je ne veux pas être votre amie.
I don't want to do that either.,Je ne veux pas faire ça non plus.
I don't want to drink anything.,Je n'ai rien envie de boire.
I don't want to go to the lake.,Je ne veux pas aller au lac.
I don't want to go to the pool.,Je ne veux pas aller à la piscine.
I don't want to hear that word.,Je ne veux pas entendre ce mot.
I don't want to know the truth.,Je ne veux pas connaître la vérité.
I don't want to live by myself.,Je ne veux pas vivre seul.
I don't want to live like that.,Je ne veux pas vivre comme ça.
I don't want to risk losing it.,Je ne veux pas courir le risque de le perdre.
I don't want to speak with Tom.,Je ne veux pas parler avec Tom.
I don't want to talk to anyone.,Je ne veux parler à personne.
I don't want to think about it.,Je ne veux pas y penser.
I don't want to wait that long.,Je ne veux pas attendre aussi longtemps.
I don't want to waste my money.,Je ne veux pas dépenser inutilement mon argent.
I don't want you to feel alone.,Je ne veux pas que vous vous sentiez seul.
I don't want your legal advice.,Je ne veux pas de vos conseils juridiques.
I don't want your legal advice.,Je ne veux pas de tes conseils juridiques.
I don't work any more than you.,Je ne travaille pas plus que toi.
I don't worry about that stuff.,Je ne m'inquiète pas concernant ce truc.
I dreamed about Tom last night.,"J'ai rêvé de Tom, cette nuit."
I dreamed about you last night.,J'ai rêvé de toi la nuit dernière.
I dreamed about you last night.,J'ai rêvé de vous la nuit dernière.
I dropped by just to say hello.,Je passais juste dire bonjour.
I enjoy watching children play.,J'aime regarder jouer les enfants.
I expect everyone to work hard.,Je m'attends à ce que tout le monde travaille dur.
I expect you know all about it.,J'espère que tu sais tout à ce propos.
I expect you know all about it.,J'espère que vous n'ignorez rien à ce sujet.
I explained the process to him.,Je lui ai expliqué le processus.
I explained the process to him.,Je lui ai expliqué le procédé.
I feel awful about what I said.,Je me sens affreusement mal à propos de ce que j'ai dit.
I feel awkward in his presence.,Je me sens gêné en sa présence.
I feel happy when I'm with you.,Je me sens heureux lorsque je suis avec toi.
I feel it's something I can do.,Je sens que c'est quelque chose que je peux faire.
I feel like I have to be there.,Je sens que je dois être là.
I feel like I know you already.,J'ai le sentiment de déjà vous connaître.
I feel like I know you already.,J'ai le sentiment de déjà te connaître.
I feel like I know you already.,J'ai l'impression de déjà vous connaître.
I feel like I know you already.,J'ai l'impression de déjà te connaître.
I feel like I missed something.,J'ai l'impression d'avoir manqué quelque chose.
I feel like I'm going to be OK.,J'ai l'impression que je vais aller mieux.
I feel like I'm losing my mind.,J'ai l'impression de perdre l'esprit.
I feel like I'm ready for that.,J'ai le sentiment d'être prêt pour ça.
I feel like a brand new person.,Je me sens comme une toute nouvelle personne.
I feel like eating out tonight.,"J'ai envie de manger à l'extérieur, ce soir."
I feel ready for the challenge.,Je me sens prêt à relever le défi.
I feel that something is wrong.,Je sens que quelque chose ne va pas.
I felt as if I were in a dream.,Je me sentais comme dans un rêve.
I felt it was my duty to do it.,J'ai pensé que c'était mon devoir de le faire.
I figured I could count on you.,J'ai pensé que je pourrais compter sur vous.
I figured I could count on you.,J'ai pensé que je pourrais compter sur toi.
I figured I could count on you.,Je me suis imaginé que je pourrais compter sur vous.
I figured I could count on you.,Je me suis imaginée que je pourrais compter sur vous.
I figured I could count on you.,Je me suis imaginé que je pourrais compter sur toi.
I figured I could count on you.,Je me suis imaginée que je pourrais compter sur toi.
I filled the bucket with water.,J'ai rempli le seau d'eau.
I filled the bucket with water.,J'ai rempli le seau avec de l'eau.
I finally got across the river.,J'ai finalement traversé la rivière.
I finally got across the river.,J'ai finalement traversé le fleuve.
I flew from London to New York.,J'ai pris le vol de Londres à New York.
I forget your telephone number.,J'ai oublié votre numéro de téléphone.
I forgot my debit card at home.,J'ai oublié ma carte de débit à la maison.
I forgot my debit card at home.,J'ai oublié ma carte de débit chez moi.
I forgot to bring my I.D. card.,J'ai oublié d'apporter ma carte d'identité.
I forgot to lock the storeroom.,J'ai oublié de verrouiller le stock.
I forgot to lock the storeroom.,J'ai oublié de verrouiller le magasin.
I forgot to pay for the drinks.,J'ai oublié de payer pour les boissons.
I forgot to send you an e-mail.,J'ai oublié de t'envoyer un courriel.
I forgot to send you an e-mail.,J'ai oublié de vous envoyer un courriel.
I forgot to tell you something.,J'ai oublié de te dire quelque chose.
I forgot to tell you something.,J'ai oublié de vous dire quelque chose.
I forgot you didn't like pizza.,J'ai oublié que tu n'aimais pas la pizza.
I forgot you didn't like pizza.,J'ai oublié que vous n'aimiez pas la pizza.
I found a buyer for your house.,J'ai trouvé un acheteur pour votre maison.
I found a dollar in the street.,J'ai trouvé un dollar dans la rue.
I found the question very easy.,J'ai trouvé la question très facile.
I gained two kilos this summer.,J'ai pris deux kilos cet été.
I gather you were unsuccessful.,Je conclus que vous n'avez pas réussi.
I gather you were unsuccessful.,Je conclus que tu n'as pas réussi.
I gave her all the money I had.,Je lui donnai tout l'argent dont je disposais.
I gave her all the money I had.,Je lui ai donné tout l'argent dont je disposais.
I gave her her dictionary back.,Je lui ai rendu son dictionnaire.
I gave my brother a dictionary.,J’ai donné un dictionnaire à mon frère.
I gave my seat to the old lady.,Je donnai mon siège à la vieille dame.
I gave my seat to the old lady.,J'ai donné mon siège à la vieille dame.
I gave my seat to the old lady.,J'ai laissé ma place à la vieille dame.
I gave up all hope of survival.,J'ai abandonné tout espoir de survie.
I gave up exercising years ago.,J'ai abandonné l'exercice il y a des années.
I get up at six in the morning.,Je me lève à six heures le matin.
I glanced through the brochure.,Je jetai un œil dans la brochure.
I glanced through the brochure.,Je jetai un œil dans le prospectus.
I glanced through the brochure.,J'ai jeté un œil dans la brochure.
I glanced through the brochure.,J'ai jeté un œil dans le prospectus.
I got an ink blot on this form.,J'ai fait une tache d'encre sur la copie.
I got back to Boston yesterday.,Je suis revenu à Boston hier.
I got back to Boston yesterday.,Je suis rentré à Boston hier.
I got bored with his long talk.,Son long discours m'a ennuyé.
I got off at the wrong station.,Je suis descendu du train à la mauvaise gare.
"I got over it. You should, too.",Je l'ai digéré. Tu devrais le faire aussi.
I got this bicycle for nothing.,J'ai eu ce vélo pour rien.
I got up at seven this morning.,Je me suis levé à sept heures ce matin.
I got used to working overtime.,Je me suis habitué à faire des heures supplémentaires.
I got used to working overtime.,Je me suis habituée à faire des heures supplémentaires.
I grabbed a book off the shelf.,J'ai attrapé un livre sur l'étagère.
I grew up eating Japanese food.,J'ai grandi en mangeant de la nourriture japonaise.
I grew up in that neighborhood.,J'ai grandi dans ce quartier.
I guarantee I'll get you a job.,Je t'assure que je te trouverai un travail.
I guess I could give it a shot.,Je suppose que je pourrais m'y essayer.
I guess I have nothing to lose.,J'imagine que je n'ai rien à perdre.
I had a feeling you'd say that.,J'ai eu le sentiment que vous diriez cela.
I had a feeling you'd say that.,J'ai eu le sentiment que tu dirais cela.
I had a good laugh at her joke.,Sa blague m’a beaucoup fait rire.
I had a good reason to do that.,J'ai eu une bonne raison de faire cela.
I had a good time at the party.,J'ai passé du bon temps à la fête.
I had a good time playing golf.,J'ai eu beaucoup de plaisir à jouer au golf.
I had a good time this evening.,J'ai passé une très agréable soirée.
I had a neighbor who was blind.,J'ai eu un voisin qui était aveugle.
I had a pretty happy childhood.,J'ai eu une enfance assez heureuse.
I had a puppy when I was a boy.,J'avais un petit chien quand j'étais petit.
I had a weird dream last night.,"J'ai fait un rêve bizarre, la nuit passée."
I had a weird dream last night.,"J'ai fait un rêve bizarre, la nuit dernière."
I had an interesting day today.,"J'ai eu une journée intéressante, aujourd'hui."
I had an operation last summer.,"J'ai subi une opération, l'été dernier."
I had business to take care of.,J'ai eu à faire.
I had business to take care of.,J'ai dû m'occuper d'une affaire.
I had business to take care of.,Il a fallu que je m'occupe d'une affaire.
I had everything under control.,J'avais toutes les choses en mains.
I had hoped to save more money.,J'avais espéré épargner davantage d'argent.
I had hoped you might say that.,J'avais espéré que tu dirais ça.
I had my brother clean my room.,J'ai fait ranger ma chambre à mon frère.
I had my car stolen last night.,On m'a volé ma voiture hier soir.
I had my radio repaired by him.,Je lui ai fait réparer la radio.
