English words/sentences,French words/sentences
"You knew that already, didn't you?","Tu le savais déjà, non ?"
"You knew that already, didn't you?","Vous étiez déjà au courant, n'est-ce pas ?"
"You knew that already, didn't you?","Vous le saviez déjà, n'est-ce pas ?"
You know very well what Tom wants.,Tu sais très bien ce que Tom désire.
You know we don't need to do that.,Tu sais que nous n'en n'avons pas besoin.
You know what song I want to sing.,Tu sais quelle chanson je veux chanter.
You know what song I want to sing.,Vous savez quelle chanson je veux chanter.
You learn something new every day.,On apprend quelque chose de nouveau tous les jours.
You may as well follow his advice.,Tu peux aussi suivre son conseil.
You may as well follow his advice.,Tu pourrais aussi suivre son conseil.
You may as well tell me the truth.,Tu pourrais aussi bien me dire la vérité.
You may choose whichever you want.,Tu peux choisir celui que tu veux.
You may not be as lucky next time.,"Tu n'auras peut-être pas autant de chance, la prochaine fois."
You may not be as lucky next time.,"Vous n'aurez peut-être pas autant de chance, la prochaine fois."
You might as well just enjoy life.,Tu ferais mieux de simplement profiter de la vie.
You might want to grab some sleep.,Peut-être voudrais-tu prendre un peu de sommeil.
You might want to reconsider that.,Peut-être voudrais-tu y réfléchir à nouveau.
You might want to try it sometime.,Peut-être voudrais-tu l'essayer un jour.
You must do exactly as I tell you.,Tu dois faire exactement comme je te dis.
You must do exactly as I tell you.,Vous devez faire exactement comme je vous dis.
You must learn from your mistakes.,Vous devez apprendre de vos erreurs.
You must learn from your mistakes.,Tu dois apprendre de tes erreurs.
You must steer clear of that gang.,Tu dois te tenir à l'écart de cette bande.
You must think I'm really strange.,Vous devez penser que je suis vraiment étrange.
You must think I'm really strange.,Tu dois penser que je suis vraiment étrange.
You need a license to drive a car.,On a besoin d'un permis pour conduire une voiture.
You need a license to drive a car.,Tu as besoin d'un permis pour conduire une voiture.
You need a license to drive a car.,Vous avez besoin d'un permis pour conduire une voiture.
"You need help doing that, I think.","Tu as besoin d'aide pour faire ça, je pense."
"You need help doing that, I think.","Tu as besoin d'aide pour faire cela, je pense."
"You need help doing that, I think.","Tu as besoin d'aide pour le faire, je pense."
"You need help doing that, I think.","Vous avez besoin d'aide pour faire ça, je pense."
"You need help doing that, I think.","Vous avez besoin d'aide pour faire cela, je pense."
"You need help doing that, I think.","Vous avez besoin d'aide pour le faire, je pense."
You need to stop saying no to Tom.,"Vous devez arrêter de dire constamment ""non"" à Tom."
"You never have any doubts, do you?","Vous n'êtes jamais en proie au doute, n'est-ce pas ?"
"You never have any doubts, do you?","Tu n'es jamais en proie au doute, n'est-ce pas ?"
"You never have any doubts, do you?","Vous n'êtes jamais sujet au doute, n'est-ce pas ?"
"You never have any doubts, do you?","Tu n'es jamais sujet au doute, n'est-ce pas ?"
You ought not to make fun of them.,Tu ne devrais pas te moquer d'eux.
You ought not to make fun of them.,Vous ne devriez pas vous moquer d'eux.
You really lucked out on this one.,Vous avez vraiment eu de la chance sur ce coup.
You really lucked out on this one.,Tu as vraiment eu de la chance sur ce coup.
You said the same thing about Tom.,Tu as dit la même chose à propos de Tom.
You said you wouldn't talk to Tom.,Tu as dit que tu ne parlerais pas à Tom.
You said you'd do anything for me.,Tu as dit que tu ferais n'importe quoi pour moi.
You said you'd do anything for me.,Vous avez dit que vous feriez n'importe quoi pour moi.
You said your boss was a nice guy.,Tu as dit que ton patron était un chic type.
You said your boss was a nice guy.,Vous avez dit que votre patron était un chic type.
You seem a little depressed today.,Tu sembles un peu déprimée aujourd'hui.
You seem a little depressed today.,Vous semblez un peu déprimé aujourd'hui.
You seem like a very smart person.,Vous avez l'air d'une personne très intelligente.
You seem like a very smart person.,Tu sembles être quelqu'un de très intelligent.
You seem really busy this morning.,Tu as l'air très occupé ce matin.
You seem really busy this morning.,Tu as l'air très occupée ce matin.
You seem really busy this morning.,Vous avez l'air très occupé ce matin.
You seem really busy this morning.,Vous avez l'air très occupée ce matin.
You seem to have the wrong number.,Vous avez dû vous tromper de numéro.
You seem to have the wrong number.,Tu sembles disposer du mauvais numéro.
You seem to have the wrong number.,Vous semblez détenir le mauvais numéro.
You shall have my answer tomorrow.,Vous aurez ma réponse demain.
You shall have my answer tomorrow.,Tu auras ma réponse demain.
You should be proud of yourselves.,Vous devriez être fiers de vous.
You should be proud of yourselves.,Vous devriez être fières de vous.
You should be ready for the worst.,Tu devrais t'attendre au pire.
You should be ready for the worst.,Vous devriez vous préparer au pire.
You should be ready for the worst.,Tu devrais être prête pour le pire.
You should be used to this by now.,Tu devrais y être habituée maintenant.
You should be used to this by now.,Tu devrais être habitué à ça maintenant.
You should be used to this by now.,Vous devriez y être habituées maintenant.
You should be used to this by now.,Vous devriez être habitués à ça maintenant.
You should be used to this by now.,Vous devriez être habitué à ceci maintenant.
You should be used to this by now.,Vous devriez être habituée à ceci maintenant.
You should face up to the reality.,Vous devriez affronter la réalité.
You should face up to the reality.,Tu devrais affronter la réalité.
You should get rid of these weeds.,Tu devrais te débarrasser de ces vêtements de deuil.
You should get rid of these weeds.,Tu devrais te débarrasser de ces mauvaises herbes.
You should get rid of these weeds.,Tu devrais te débarrasser de ces parasites.
You should get your eyes examined.,Vous devriez faire contrôler vos yeux.
You should get your eyes examined.,Tu devrais faire examiner tes yeux.
You should get your eyes examined.,Vous devriez faire examiner vos yeux.
You should have been more careful.,Tu aurais dû être plus prudent.
You should have been more careful.,Tu aurais dû être plus prudente.
You should have been more careful.,Vous auriez dû être plus prudent.
You should have been more careful.,Vous auriez dû être plus prudente.
You should have been more careful.,Vous auriez dû être plus prudents.
You should have been more careful.,Vous auriez dû être plus prudentes.
You should have been more prudent.,Tu aurais dû être plus prudent.
You should have been more prudent.,Tu aurais dû être plus prudente.
You should have gotten up earlier.,Vous auriez dû vous lever plus tôt.
You should have gotten up earlier.,Tu aurais dû te lever plus tôt.
You should have refused his offer.,Tu aurais dû décliner sa proposition.
You should have refused his offer.,Vous auriez dû décliner son offre.
You should marry someone you love.,Tu devrais épouser quelqu'un que tu aimes.
You should marry someone you love.,On devrait épouser quelqu'un qu'on aime.
You should marry someone you love.,Vous devriez épouser quelqu'un que vous aimez.
You should mind your own business.,Tu devrais t'occuper de tes affaires.
You should mind your own business.,Vous devriez vous occuper de vos affaires.
You should not break your promise.,Tu ne devrais pas rompre ta promesse.
You should not break your promise.,Vous ne devriez pas rompre votre promesse.
You should prepare for the future.,Tu devrais t'apprêter pour le futur.
You should prepare for the future.,Vous devriez vous apprêter pour le futur.
You should read between the lines.,Il faut lire entre les lignes.
You should return what you borrow.,Il faut rendre ce qu'on a emprunté.
You should've told me this before.,Vous auriez dû me dire ceci avant.
You should've told me this before.,Tu aurais dû me dire ceci avant.
You shouldn't talk back like that.,Tu ne devrais pas répondre de la sorte.
You shouldn't talk back like that.,Vous ne devriez pas répondre de la sorte.
You underestimate your importance.,Tu sous-estimes ton importance.
You underestimate your importance.,Vous sous-estimez votre importance.
"You want to leave here, don't you?","Tu veux partir d'ici, n'est-ce pas ?"
"You want to leave here, don't you?","Vous voulez partir d'ici, n'est-ce pas ?"
You were told to stay on the ship.,On t'avait dit de rester sur le bateau.
You were told to stay on the ship.,On vous avait dit de rester sur le bateau.
You will be able to speak English.,Tu pourras parler anglais.
You'd better not stay up too late.,Tu ferais mieux de ne pas veiller trop tard.
You'd better not stay up too late.,Vous feriez mieux de ne pas veiller trop tard.
You'd better take care of it soon.,Tu ferais mieux de t'en occuper rapidement.
You'd better take care of it soon.,Vous feriez mieux d'en prendre soin bientôt.
You'll catch the bus if you hurry.,Si tu te dépêches tu attraperas le bus.
You'll feel better in a few hours.,Tu te sentiras mieux dans quelques heures.
You're awfully quiet this morning.,Tu es terriblement silencieux ce matin.
You're awfully quiet this morning.,Tu es terriblement calme ce matin.
You're awfully quiet this morning.,Vous êtes terriblement silencieuses ce matin.
You're blushing like a schoolgirl.,Tu rougis comme une écolière.
"You're confused again, aren't you?","Vous vous embrouillez à nouveau, non ?"
"You're confused again, aren't you?","Tu t'embrouilles à nouveau, non ?"
You're free to say what you think.,Vous êtes libre de dire ce que vous pensez.
You're free to say what you think.,Vous êtes libres de dire ce que vous pensez.
"You're hard to please, aren't you?","Vous êtes difficile à satisfaire, n'est-ce pas ?"
"You're hard to please, aren't you?","Tu es difficile à satisfaire, hein ?"
You're just the man I want to see.,Vous êtes précisément l'homme que je veux voir.
You're just the man I want to see.,Tu es précisément l'homme que je veux voir.
You're no longer allowed to speak.,Tu n'es plus autorisé à parler.
You're no longer allowed to speak.,Tu n'es plus autorisée à parler.
You're no longer allowed to speak.,Vous n'êtes plus autorisé à parler.
You're no longer allowed to speak.,Vous n'êtes plus autorisée à parler.
You're no longer allowed to speak.,Vous n'êtes plus autorisés à parler.
You're no longer allowed to speak.,Vous n'êtes plus autorisées à parler.
"You're not going to do it, I hope.","Tu ne vas pas le faire, j'espère."
You're not supposed to be in here.,Vous n'êtes pas censé être là-dedans.
You're not supposed to be in here.,Vous n'êtes pas censée être là-dedans.
You're not supposed to be in here.,Vous n'êtes pas censés être là-dedans.
You're not supposed to be in here.,Vous n'êtes pas censées être là-dedans.
You're not supposed to be in here.,Tu n'es pas censé être là-dedans.
You're not supposed to be in here.,Tu n'es pas censée être là-dedans.
You're not the only Canadian here.,Tu n'es pas le seul canadien ici.
You're not the only Canadian here.,Tu n'es pas la seule canadienne ici.
You're not the only Canadian here.,Vous n'êtes pas la seule canadienne ici.
You're not the only Canadian here.,Vous n'êtes pas les seules canadiennes ici.
You're not the only Canadian here.,Vous n'êtes pas les seuls canadiens ici.
You're not the only Canadian here.,Vous n'êtes pas le seul canadien ici.
You're obviously dying to tell me.,"De toute évidence, vous mourez d'envie de me le dire."
You're overqualified for this job.,Tu es surqualifié pour ce travail.
You're overqualified for this job.,Tu es surqualifiée pour cet emploi.
You're overqualified for this job.,Vous êtes surqualifié pour cet emploi.
You're overqualified for this job.,Vous êtes surqualifiée pour ce travail.
You're so beautiful in that dress.,Tu es si belle dans cette robe !
You're so beautiful in that dress.,Tu es tellement belle dans cette robe !
You're so beautiful in that dress.,Vous êtes si belle dans cette robe !
You're so beautiful in that dress.,Vous êtes tellement belle dans cette robe !
"You're still a lawyer, aren't you?","Tu es toujours avocat, non ?"
"You're still a lawyer, aren't you?","Tu es toujours avocate, non ?"
"You're still a lawyer, aren't you?","Vous êtes toujours avocat, n'est-ce pas ?"
"You're still a lawyer, aren't you?","Vous êtes toujours avocate, n'est-ce pas ?"
You're the last hope for humanity.,Vous êtes le dernier espoir de l'humanité.
You're the last hope for humanity.,Tu es le dernier espoir de l'humanité.
You're the only one I think about.,Je ne pense qu'à toi.
You're the only one who can do it.,Nul autre que toi ne peut le faire.
You're three years older than Tom.,Tu as trois ans de plus que Tom.
You're three years older than Tom.,Tu es trois ans plus vieux que Tom.
"You're very religious, aren't you?","Vous êtes très religieux, n'est-ce pas ?"
"You're very religious, aren't you?","Vous êtes très religieuses, n'est-ce pas ?"
"You're very religious, aren't you?","Vous êtes très religieuse, n'est-ce pas ?"
"You're very religious, aren't you?","Tu es très religieux, n'est-ce pas ?"
"You're very religious, aren't you?","Tu es très religieuse, n'est-ce pas ?"
"You've been drinking, haven't you?","Vous avez bu, n'est-ce pas ?"
"You've been drinking, haven't you?","Tu as bu, pas vrai ?"
You've got to answer the question.,Vous devez répondre à la question.
You've got to learn to be careful.,Tu dois apprendre à faire attention.
You've got to learn to be careful.,Vous devez apprendre à être attentive.
You've just opened a can of worms.,Tu viens d'ouvrir une boîte de Pandore.
"You've put on weight, haven't you?","Tu as pris du poids, n'est-ce pas ?"
"You've put on weight, haven't you?","Vous avez pris du poids, n'est-ce pas ?"
You've run out of things to drink.,Vous avez épuisé vos réserves de boissons.
You've run out of things to drink.,Tu es à court de boissons.
Young people must respect the law.,Les jeunes doivent respecter la loi.
Your being here means a lot to me.,Le fait que tu sois là signifie beaucoup pour moi.
Your being here means a lot to me.,Le fait que vous soyez là signifie beaucoup pour moi.
Your boyfriend is cheating on you.,Ton petit copain te trompe.
Your boyfriend is cheating on you.,Votre petit ami vous trompe.
Your driver's license has expired.,Ton permis de conduire est expiré.
Your driver's license has expired.,Votre permis de conduire est expiré.
Your driver's license has expired.,Ton permis de conduire a expiré.
Your driver's license has expired.,Votre permis de conduire a expiré.
Your efforts will pay off one day.,Vos efforts seront récompensés un jour.
Your friendship means a lot to me.,Ton amitié signifie beaucoup pour moi.
Your ideas are always appreciated.,Vos idées sont toujours appréciées.
Your ideas are always appreciated.,Tes idées sont toujours appréciées.
Your name's further down the list.,Votre nom figure plus bas dans la liste.
Your name's further down the list.,Ton nom figure plus bas dans la liste.
Your problems are similar to mine.,Tes problèmes sont similaires aux miens.
Your problems are similar to mine.,Vos problèmes sont similaires aux miens.
Zoos are like prisons for animals.,"Les zoos sont, pour les animaux, comme des prisons."
"Are you hungry? ""No, not really.""","« T’as faim ? » « Non, pas trop. »"
"I saw her five days ago, he said.","Il a dit : ""Je l'ai vue il y a cinq jours""."
"Leave me alone, she said angrily.","« Laisse-moi », s'emporta-t-elle."
"May I park here? ""No, you can't.""","« Puis-je me garer ici ? » « Non, vous ne pouvez pas. »"
"May I park here? ""No, you can't.""","« Puis-je me garer ici ? » « Non, vous ne le pouvez pas. »"
"What day is today? ""It's Monday.""",« Quel jour sommes-nous aujourd'hui ? » « Nous sommes lundi. »
A big earthquake occurred in Tokyo.,Un violent tremblement de terre a eu lieu à Tokyo.
A bill came along with the package.,Une facture accompagnait le paquet.
A book can be compared to a friend.,Un livre peut être comparé à un ami.
A car drew up in front of my house.,Une voiture s'arrêta devant ma maison.
A car was coming in this direction.,Une voiture s'approchait d'ici.
A cat appeared from under the desk.,Un chat apparut d'en dessous du bureau.
A cat came out from under the desk.,Un chat a surgi de sous le bureau.
A cat can see much better at night.,Un chat peut voir beaucoup mieux la nuit.
A childhood illness left her blind.,Elle a été rendue aveugle par une maladie d'enfance.
A curtain of mist blocked our view.,Un rideau de brume nous obstruait la vue.
A delicate balance must be reached.,Un subtil équilibre doit être trouvé.
A fire broke out during that night.,Un incendie éclata pendant cette nuit.
A great future is reserved for him.,Un grand avenir lui est réservé.
A group of young men were fighting.,Un groupe de jeunes hommes se battait.
A growing child requires more food.,Un enfant qui grandit exige davantage de nourriture.
A heavy tax was imposed on whiskey.,Le whisky fut imposé d'une lourde taxe.
A hug from you would make me happy.,Un câlin de vous me ferait plaisir.
A lot of guys around here hate you.,Beaucoup de gars ici vous détestent.
A lot of guys around here hate you.,Beaucoup de gens du coin te détestent.
A lot of soldiers were killed here.,Beaucoup de soldats ont été tués ici.
A man came to visit you last night.,Un homme est venu te rendre visite la nuit dernière.
A man is responsible for his deeds.,Un homme est responsable de ses actes.
A man's life has its ups and downs.,La vie d'un homme a des hauts et des bas.
A mouse is running around the room.,Une souris court autour de la pièce.
A passing car splashed water on us.,Une voiture qui passait nous a éclaboussés.
A really bad thing happened to him.,Une chose vraiment affreuse lui est arrivée.
A screen divided the room into two.,Un écran séparait la pièce en deux.
A storm confined them to the house.,Une tempête les a contraints à rester à la maison.
A storm confined them to the house.,Une tempête les a contraintes à rester à la maison.
A swarm of mosquitoes followed him.,Une nuée de moustiques le suivait.
A true friend would not betray you.,Un vrai ami ne peut pas vous trahir.
A young man barged in unexpectedly.,Un jeune homme s'est mêlé à l'improviste à la conversation.
Achilles was an ancient Greek hero.,Achille était un ancien héros Grec.
Africa is exporting beef to Europe.,L'Afrique exporte du bœuf en Europe.
"After that, I didn't see him again.","Après cela, je ne l'ai pas revu."
Aim the video camera at that group.,Dirigez la caméra vers ce groupe.
Air is to us what water is to fish.,L'air est à l'homme ce que l'eau est aux poissons.
Algebra is a branch of mathematics.,L'algèbre est une branche des mathématiques.
All I want now is a glass of water.,"Tout ce que je veux maintenant, c'est un verre d'eau."
All I want you to do is talk to us.,Tout ce que je veux que tu fasses est de nous parler.
All I want you to do is talk to us.,Tout ce que je veux que vous fassiez est de nous parler.
All at once there was an explosion.,"Tout à coup, il y eut une explosion."
All my friends and family are dead.,Tous mes amis et ma famille sont morts.
All my friends are getting married.,Tous mes amis se marient.
All my friends are getting married.,Toutes mes amies se marient.
All of Tom's predictions came true.,Toutes les prédictions de Tom se sont réalisées.
"All of a sudden, he proposed to me.","Tout à coup, il m'a demandée en mariage."
All of my brothers died in the war.,Tous mes frères sont morts à la guerre.
All of my brothers died in the war.,Tous mes frères sont morts au combat.
All of them agreed to the proposal.,Tous ont donné leur accord pour cette proposition.
All of us were shocked by the news.,Nous avons tous été choqués par les nouvelles.
All of us will die sooner or later.,Nous mourrons tous tôt ou tard.
All possible means have been tried.,Tous les moyens possibles ont été tentés.
All the money was spent on clothes.,Tout l'argent a été dépensé dans des vêtements.
All the old magazines are sold out.,Tous les vieux magazines sont épuisés.
All you have to do is study harder.,Tout ce que tu as à faire est de travailler plus dur.
All you have to do is study harder.,Tout ce que vous avez à faire est d'étudier avec davantage d'application.
All your problems have been solved.,Tous tes problèmes ont été résolus.
All your problems have been solved.,Tous vos problèmes ont été résolus.
Almost everyone believed the rumor.,Presque tout le monde crut la rumeur.
Almost everyone believed the rumor.,Presque tout le monde a cru la rumeur.
"Although I was sick, I did my best.","Même si j'étais malade, j'ai fait de mon mieux."
America is a country of immigrants.,L'Amérique est un pays d'immigrants.
Amsterdam is famous for its canals.,Amsterdam est célèbre pour ses canaux.
An accident may happen at any time.,Un accident peut se produire à tout moment.
An actor has to memorize his lines.,Un acteur doit mémoriser son texte.
An elephant is a very large animal.,Un éléphant est un très grand animal.
An image is worth a thousand words.,Une illustration vaut mille mots.
Ants have a well-organized society.,Les fourmis vivent au sein d'une société bien organisée.
Any student can solve this problem.,N'importe quel étudiant peut résoudre ce problème.
"Anyone who protested, lost his job.",Tous ceux qui protestaient perdaient leur emploi.
Are there any books under the desk?,Y a-t-il quelque livre sous le bureau ?
Are there two windows in your room?,Y a-t-il deux fenêtres dans ta chambre ?
Are we allowed to use the elevator?,Sommes-nous autorisés à utiliser l’ascenseur ?
Are we allowed to use the elevator?,Sommes-nous autorisées à utiliser l’ascenseur ?
Are we going anywhere this evening?,Est-ce qu'on va quelque part ce soir ?
Are we still on for tomorrow night?,Ça tient toujours pour demain soir ?
Are you finished reading the paper?,As-tu fini de lire le journal ?
Are you finished reading the paper?,Avez-vous fini de lire le journal ?
Are you going to go with me or not?,Vas-tu y aller avec moi ou non ?
Are you going to go with me or not?,Allez-vous y aller avec moi ou non ?
Are you going to open the envelope?,Vas-tu ouvrir cette enveloppe?
Are you going to tell me your name?,Allez-vous me dire votre nom ?
Are you in a bad mood or something?,"Es-tu de mauvaise humeur, ou quoi ?"
Are you in a bad mood or something?,"Êtes-vous de mauvaise humeur, ou quoi ?"
Are you ready for the next problem?,Es-tu prêt pour le problème suivant ?
Are you ready for the next problem?,Es-tu prête pour le prochain problème ?
Are you ready for the next problem?,Êtes-vous prêt pour le prochain problème ?
Are you ready for the next problem?,Êtes-vous prêtes pour le prochain problème ?
Are you ready for the next problem?,Êtes-vous prête pour le problème suivant ?
Are you ready for the next problem?,Êtes-vous prêts pour le problème suivant ?
Are you ready to hear the bad news?,Es-tu prêt à entendre la mauvaise nouvelle ?
Are you still waiting for somebody?,Est-ce que vous attendez toujours quelqu'un ?
Are you sure this is what you want?,Es-tu sûr que c'est ce que tu veux ?
Are you sure this is what you want?,Es-tu sûre que c'est ce que tu veux ?
Are you sure this is what you want?,Êtes-vous sûr que c'est ce que vous voulez ?
Are you sure this is what you want?,Êtes-vous sûre que c'est ce que vous voulez ?
Are you sure this is what you want?,Êtes-vous sûrs que c'est ce que vous voulez ?
Are you sure this is what you want?,Êtes-vous sûres que c'est ce que vous voulez ?
Are you sure you don't want coffee?,Êtes-vous sûr de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous sûre de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous certain de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous certaine de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous certaines de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous certains de ne pas vouloir de café ?
Are you sure you don't want coffee?,Es-tu certain de ne pas vouloir de café ?
Are you sure you don't want coffee?,Es-tu certaine de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous sûrs de ne pas vouloir de café ?
Are you sure you don't want coffee?,Êtes-vous sûres de ne pas vouloir de café ?
Are you sure you don't want coffee?,Es-tu sûr de ne pas vouloir de café ?
Are you sure you don't want coffee?,Es-tu sûre de ne pas vouloir de café ?
Are you sure you want to leave now?,Es-tu sûr de vouloir partir maintenant ?
Are you sure you want to leave now?,Es-tu sûre de vouloir partir maintenant ?
Are you sure you want to leave now?,Êtes-vous sûr de vouloir partir maintenant ?
Are you sure you want to leave now?,Êtes-vous sûre de vouloir partir maintenant ?
Are you sure you want to leave now?,Êtes-vous sûrs de vouloir partir maintenant ?
Are you sure you want to leave now?,Êtes-vous sûres de vouloir partir maintenant ?
Are you telling me that I can't go?,Es-tu en train de me dire que je ne peux pas y aller ?
Are you telling me that I can't go?,Êtes-vous en train de me dire que je ne peux pas y aller ?
Are you telling this story or am I?,Tu racontes cette histoire ou c'est moi ?
Are you through with the newspaper?,En avez-vous terminé avec le journal ?
Are you through with the newspaper?,En as-tu terminé avec le journal ?
Are you through with the newspaper?,En avez-vous fini avec le journal ?
Are you through with the newspaper?,En as-tu fini avec le journal ?
Are you through with your homework?,En as-tu fini avec tes devoirs ?
Aren't you going to give me a kiss?,Ne vas-tu pas m'embrasser ?
"As a matter of fact, I dislike him.","En fait, je ne l'aime pas."
Asia is much larger than Australia.,L'Asie est beaucoup plus grande que l'Australie.
Ask him when the next plane leaves.,Demandez-lui quand part le prochain avion.
Ask him when the next plane leaves.,Demande-lui quand part le prochain vol !
"At first, I didn't know what to do.",Au début je ne savais pas quoi faire.
"At last, we arrived at the village.",Nous sommes enfin arrivés au village.
At what point do we start to worry?,À quel point commençons-nous à nous faire du souci ?
"At your age, I would think so, too.","À ton âge, je le penserais aussi."
Bacteria will not breed in alcohol.,Les bactéries ne se reproduisent pas dans l'alcool.
Bad weather kept us from going out.,Le mauvais temps nous empêcha de sortir.
Bad weather kept us from going out.,Le mauvais temps nous a empêchés de sortir.
Bad weather kept us from going out.,Le mauvais temps nous a empêchées de sortir.
Bangkok is Thailand's capital city.,Bangkok est la capitale de la Thaïlande.
Bangkok is the capital of Thailand.,Bangkok est la capitale de la Thaïlande.
"Be quiet, or the baby will wake up.","Reste calme, sinon le bébé va se réveiller."
Being with you makes me feel happy.,"Lorsque je suis avec toi, je suis heureux."
Bern is the capital of Switzerland.,Berne est la capitale de la Suisse.
"Between us, he is a little foolish.","Entre nous, il est un peu fou."
Bilingual dictionaries are allowed.,Les dictionnaires bilingues sont autorisés.
Both of my parents went to college.,Mes deux parents sont allés à l'université.
Both of my sisters are not married.,Aucune de mes deux sœurs n'est mariée.
Bring it back when you are through.,Ramène-le quand tu as fini.
"Bring me a cup of coffee, will you?",Veux-tu bien m’apporter une tasse de café ?
Brussels is the capital of Belgium.,Bruxelles est la capitale de la Belgique.
Buffalo bones were made into tools.,Les os de bisons étaient façonnés en outils.
But it lets us get into the church.,Mais il permet d'entrer dans l'église.
"By the way, do you play the violin?","Au fait, est-ce que tu joues du violon ?"
"By the way, do you play the violin?","Au fait, jouez-vous du violon ?"
California is famous for its fruit.,La Californie est célèbre pour ses fruits.
Call me up at seven in the morning.,Appelle-moi à sept heures du matin.
Can I come to your office tomorrow?,Puis-je venir à ton bureau demain ?
Can I come to your office tomorrow?,Puis-je venir à votre bureau demain ?
Can I make a couple of suggestions?,Puis-je faire quelques suggestions ?
Can I tell my father what you want?,Puis-je dire à mon père ce que tu veux ?
Can I tell them you'll be visiting?,Puis-je leur dire que vous viendrez rendre visite ?
Can I tell them you'll be visiting?,Puis-je leur dire que tu viendras rendre visite ?
Can anybody tell me how to do this?,Est-ce que quelqu'un peut me dire comment faire ça ?
Can anyone translate this sentence?,Quelqu'un peut-il traduire cette phrase ?
"Can we have a moment alone, please?","Pouvons-nous avoir un moment seuls, s'ils vous plaît ?"
Can you explain why Tom isn't here?,Peux-tu expliquer pourquoi Tom n'est pas ici ?
Can you explain why Tom isn't here?,Pouvez-vous expliquer pourquoi Tom n'est pas ici ?
Can you get away from your parents?,Peux-tu t'émanciper de tes parents ?
Can you give us your point of view?,Peux-tu nous donner ton point de vue ?
Can you give us your point of view?,Pouvez-vous nous donner votre point de vue ?
Can you give us your point of view?,Pouvez-vous nous donner vos points de vue ?
Can you guess where I am right now?,Peux-tu deviner où je me trouve à l'instant ?
Can you guess where I am right now?,Pouvez-vous deviner où je me trouve à l'instant ?
Can you move this desk by yourself?,Peux-tu déplacer ce bureau seul ?
Can you please repeat the question?,"Pouvez-vous répéter la question, s'il vous plaît ?"
Can you please repeat the question?,"Peux-tu répéter la question, s'il te plaît ?"
Can you read that sign ahead of us?,Arrives-tu à lire cette indication au-dessus de nous ?
Can you read that sign ahead of us?,Arrivez-vous à lire cette indication au-dessus de nous ?
Can you show me your boarding pass?,Pouvez-vous me montrer votre carte d'embarquement ?
Can you tell me why Tom isn't here?,Peux-tu me dire pourquoi Tom n'est pas là ?
Can you tell me why Tom isn't here?,Pouvez-vous me dire pourquoi Tom n'est pas là ?
Can you tell me why Tom isn't here?,Peux-tu me dire pourquoi Tom n'est pas ici ?
Can you tell me why Tom isn't here?,Pouvez-vous me dire pourquoi Tom n'est pas ici ?
Can you translate that into French?,Peux-tu traduire ça en français ?
Can you translate that into French?,Pouvez-vous traduire cela en français ?
Can you walk with your eyes closed?,Peux-tu marcher les yeux fermés ?
Can't we have a snack or something?,Ne pouvons-nous pas avoir un petit truc à manger ?
Can't you do anything to stop them?,Ne peux-tu rien faire pour les arrêter ?
Can't you do anything to stop them?,Ne pouvez-vous rien faire pour les arrêter ?
Careful driving prevents accidents.,Une conduite prudente évite les accidents.
Carrots are good for your eyesight.,Les carottes sont bonnes pour la vue.
Cheese is easy to cut with a knife.,Le fromage est facile à couper avec un couteau.
Cherry blossoms are very beautiful.,La floraison des cerisiers est très belle.
Children don't like to take a bath.,Les enfants n'aiment pas prendre leur bain.
Children like playing on the beach.,Les enfants aiment jouer sur la plage.
Children should be taught to share.,On devrait apprendre aux enfants à partager.
Children should obey their parents.,Les enfants devraient obéir à leurs parents.
China is rich in natural resources.,La Chine est riche en ressources naturelles.
Chocolate is toxic to many animals.,Le chocolat est toxique pour de nombreux animaux.
Choose the color you like the best.,Choisis la couleur que tu préfères.
Choose the color you like the best.,Choisissez la couleur que vous préférez.
Climate change is a global problem.,Le changement climatique est un problème mondial.
Coat the chicken breast with flour.,Couvrez les blancs de poulet de farine.
Come and see me when you have time.,Viens me voir quand tu auras du temps.
Come and warm yourself by the fire.,Viens te réchauffer au coin du feu.
Come and warm yourself by the fire.,Venez vous réchauffer au coin du feu.
Compare the copy with the original.,Compare la copie à l'original.
"Compared to Tokyo, London is small.","Par rapport à Tokyo, Londres est petit."
Copy this program on your computer.,Copiez ce programme sur votre ordinateur.
Could I have a minute of your time?,Puis-je vous parler une minute?
Could I have a slice of cheesecake?,Puis-je avoir une tranche de gâteau au fromage ?
Could I have another glass of beer?,Pourrais-je avoir un autre verre de bière ?
Could I see the menu and wine list?,Puis-je voir le menu et la carte des vins ?
Could you answer a question for me?,Pourriez-vous répondre à une question pour moi ?
Could you answer a question for me?,Pourrais-tu répondre à une question pour moi ?
"Could you call again later, please?",Est-ce que tu pourrais retéléphoner plus tard s'il te plaît ?
Could you call me back a bit later?,Pourrais-tu me rappeler un peu plus tard ?
Could you call me back a bit later?,Pourriez-vous me rappeler un peu plus tard ?
"Could you close the window, please?","Pourriez-vous fermer la fenêtre, s'il vous plaît ?"
